-2.0953,0.066649,-3.0264,0.52603,0,0,0,0,0
-1.4464,2.8083,2.7303,-1.8413,0,0,0,0,0
2.2215,1.9967,-0.6571,-1.7427,0,0,0,0,0
1.5138,2.65,-1.0469,0.23486,0,0,0,0,0
0.8255,2.3415,1.6165,-2.7932,0,0,0,0,0
2.6463,-0.23263,3.0055,0.36149,0,0,0,0,0
0.22358,1.1183,1.0734,-2.5995,0,0,0,0,0
-0.8558,-2.1402,2.2605,-2.2705,0,0,0,0,0
-1.9002,3.0475,-2.1216,1.211,0,0,0,0,0
-3.0358,1.3906,2.5426,-1.797,0,0,0,0,0
0.022325,-1.5649,1.8879,2.493,0,0,0,0,0
-0.57436,-1.2835,-1.0477,1.2549,0,0,0,0,0
-1.0367,-2.7142,2.1395,1.1168,0,0,0,0,0
-1.6234,-2.2846,-0.84858,1.006,0,0,0,0,0
2.7547,-0.23632,-0.69902,-0.18121,0,0,0,0,0
-2.8403,-1.5862,3.0492,0.02801,0,0,0,0,0
3.0302,1.443,0.39973,-2.2336,0,0,0,0,0
-0.032718,1.0471,0.87915,2.1319,0,0,0,0,0
2.5304,-1.349,-1.4916,-1.2332,0,0,0,0,0
1.5036,0.92772,-2.8715,-2.7058,0,0,0,0,0
1.8641,1.0177,-0.44672,-1.0076,0,0,0,0,0
-2.7919,2.4292,3.0049,1.167,0,0,0,0,0
0.71294,0.24862,2.0295,2.3047,0,0,0,0,0
-0.6731,-2.3227,-0.19967,-3.1331,0,0,0,0,0
1.905,1.3583,-2.3669,0.80253,0,0,0,0,0
1.0544,-0.67384,-0.0048723,1.4287,0,0,0,0,0
1.843,-2.3253,0.80485,2.3724,0,0,0,0,0
0.39401,-0.44403,0.34011,1.7892,0,0,0,0,0
1.0539,0.13819,-1.338,-0.67082,0,0,0,0,0
2.3272,-3.0629,-0.62388,2.3247,0,0,0,0,0
-1.9644,-0.18355,-2.6544,0.075132,0,0,0,0,0
-0.39213,-0.62551,-0.10078,1.1049,0,0,0,0,0
-2.2236,-0.0024477,1.9014,-1.5365,0,0,0,0,0
2.0614,0.40069,-1.3158,-2.8771,0,0,0,0,0
3.0634,-1.7867,-0.89782,1.2182,0,0,0,0,0
-2.1181,2.5858,-2.3464,0.8736,0,0,0,0,0
2.7974,-0.11834,-1.945,3.0766,0,0,0,0,0
0.83693,-1.7452,-0.46267,2.738,0,0,0,0,0
-2.4428,-2.5994,-1.2453,0.60414,0,0,0,0,0
2.4951,0.45341,-2.7564,-0.80354,0,0,0,0,0
3.0828,-1.5985,-1.8296,-2.2025,0,0,0,0,0
2.914,-0.40883,2.0516,-0.28912,0,0,0,0,0
1.9551,0.50386,-2.7828,-3.045,0,0,0,0,0
-2.0391,-2.5182,1.3726,0.37147,0,0,0,0,0
1.3108,1.5153,-3.0526,-0.26004,0,0,0,0,0
1.4165,-2.6827,0.89142,1.8423,0,0,0,0,0
-1.3607,1.8696,-1.778,-1.3294,0,0,0,0,0
-2.5479,-1.2521,1.7613,1.5622,0,0,0,0,0
1.6787,1.0068,1.5533,1.6132,0,0,0,0,0
-1.2493,1.7676,-1.5393,0.56177,0,0,0,0,0
2.7958,-2.5395,-1.6869,-0.65766,0,0,0,0,0
0.85177,2.1542,1.7499,2.3239,0,0,0,0,0
2.2587,2.3993,-1.5462,3.127,0,0,0,0,0
-0.92729,0.64848,0.40368,1.9336,0,0,0,0,0
0.64905,1.5484,0.46006,-1.8515,0,0,0,0,0
-1.5033,1.1695,-2.9779,2.4789,0,0,0,0,0
-2.655,2.1343,-1.8519,-0.91699,0,0,0,0,0
-2.8791,3.0281,-0.41133,2.1129,0,0,0,0,0
-0.89154,2.5688,2.8684,-2.4504,0,0,0,0,0
-0.073699,-0.49249,-1.7308,2.7843,0,0,0,0,0
-0.052144,-2.7215,1.8219,1.633,0,0,0,0,0
-1.2273,1.0333,1.8668,-0.30623,0,0,0,0,0
-1.1874,-3.0407,1.5523,-0.063807,0,0,0,0,0
1.7217,1.8279,-0.53893,-0.97852,0,0,0,0,0
-1.221,1.4526,0.98136,-0.39596,0,0,0,0,0
-1.233,-3.1409,1.7895,3.1341,0,0,0,0,0
0.37661,1.0203,1.814,1.984,0,0,0,0,0
-1.7806,2.8001,-2.933,1.8736,0,0,0,0,0
0.35304,-1.3887,-2.5571,1.5109,0,0,0,0,0
-0.082648,-0.34122,-2.9394,2.0535,0,0,0,0,0
2.2303,-1.954,1.0126,0.71188,0,0,0,0,0
1.743,-1.0229,0.77895,1.5467,0,0,0,0,0
0.57547,-0.29785,2.9135,-0.87014,0,0,0,0,0
2.7031,-0.47425,-1.9303,-2.5597,0,0,0,0,0
2.8263,1.8062,3.0941,2.1479,0,0,0,0,0
1.5414,1.116,3.0983,2.7788,0,0,0,0,0
-1.5718,-3.0878,2.3956,0.95243,0,0,0,0,0
-2.1058,1.902,1.2127,1.4023,0,0,0,0,0
3.0187,-2.8068,0.22421,0.70584,0,0,0,0,0
0.98081,-1.6275,-1.6256,1.8299,0,0,0,0,0
-0.41044,0.10475,-0.44379,0.50904,0,0,0,0,0
-3.0491,0.9232,0.83937,2.2445,0,0,0,0,0
1.769,2.6723,-1.9918,-2.8972,0,0,0,0,0
0.038687,-2.6779,-0.11454,-1.202,0,0,0,0,0
-0.13555,1.9019,0.10782,1.4255,0,0,0,0,0
-1.6402,1.201,-3.0111,0.83253,0,0,0,0,0
-0.27564,1.4574,2.1319,-1.0938,0,0,0,0,0
-3.0539,2.463,-2.6363,-0.36868,0,0,0,0,0
-2.7271,1.6028,-1.4738,2.78,0,0,0,0,0
2.8741,1.0188,2.4578,-1.6818,0,0,0,0,0
-0.43294,0.1484,-1.9225,1.684,0,0,0,0,0
-2.8338,2.811,1.0656,-0.63903,0,0,0,0,0
-1.7196,0.66676,-0.88082,-0.50975,0,0,0,0,0
1.9122,-1.4972,0.42568,-1.2958,0,0,0,0,0
-0.49369,0.87089,-1.489,2.6445,0,0,0,0,0
0.34308,-2.1058,1.595,3.0812,0,0,0,0,0
2.7743,0.68739,-2.422,-0.73604,0,0,0,0,0
0.61416,-0.63713,2.6618,-1.4896,0,0,0,0,0
2.7568,2.1616,2.6791,-0.30554,0,0,0,0,0
0.13533,1.0667,2.0304,1.9014,0,0,0,0,0
2.8799,-0.5891,-2.0398,-2.1702,0,0,0,0,0
-1.2842,-2.9605,0.75658,-0.93263,0,0,0,0,0
-1.6222,1.3817,-1.8865,1.295,0,0,0,0,0
0.54857,-2.1415,2.3863,-2.9324,0,0,0,0,0
1.8876,-0.91072,-2.6177,-1.0197,0,0,0,0,0
-1.2752,-1.4748,0.87173,2.6962,0,0,0,0,0
-3.1016,-1.7506,-0.83042,2.3049,0,0,0,0,0
-2.3129,-1.1241,-0.23413,-0.33992,0,0,0,0,0
0.82793,-0.49475,-1.9606,2.2501,0,0,0,0,0
2.7158,2.8981,0.87402,2.5741,0,0,0,0,0
0.083279,-1.8352,1.6034,2.147,0,0,0,0,0
-1.8806,1.0293,2.7506,-1.7471,0,0,0,0,0
-0.6523,-1.3544,0.46075,-2.4003,0,0,0,0,0
2.1048,-1.3149,1.8481,1.928,0,0,0,0,0
0.87542,-1.7307,-2.1758,-2.8856,0,0,0,0,0
3.1335,1.9294,2.6216,-0.050534,0,0,0,0,0
-2.3454,1.6389,-2.4476,-0.87496,0,0,0,0,0
-0.61474,-2.1484,-0.87742,-2.4786,0,0,0,0,0
